Date,Donchian+Aroon,SMA+Momentum,Seykota,EMA9/RSI14 MeanRev,HMM Regime,Buy & hold SOXL,Buy & hold SMH,Buy & hold SPY
2023-06-26,45.738753387943646,19.22448155158696,1.6196151146321163,2.537889333433705,43.41616972251386,55.0687639567632,11.213179632368403,4.2629252809188936
2023-06-27,50.459646323661,21.20872275684985,1.6560915103172924,2.537889333433705,47.89733883528963,60.75264730481038,11.569007030865505,4.309660729886357
2023-06-28,49.11377087619601,20.6430370790818,1.6456924849563759,2.537889333433705,46.61980605347344,59.132233720228754,11.464396444796675,4.311834762852878
2023-06-29,49.30012508974723,20.72136372498073,1.6471323672251865,2.537889333433705,46.796697323233715,59.35660136119523,11.44759771627524,4.32882921548507
2023-06-30,51.41209524915861,21.609047108538107,1.663450690953125,2.537889333433705,48.80142303388369,61.899381336108355,11.625512596536764,4.379912730385577
2023-07-03,52.77866867292683,22.18343236454393,1.6740096410536616,2.537889333433705,50.098602762447015,63.54471496959812,11.728596132832097,4.384951566655088
2023-07-05,49.38294918465889,20.756175567602483,1.6477723149002137,2.537889333433705,46.875315665349405,59.4563203127359,11.507157381493492,4.378430406727436
2023-07-06,47.581553286316826,19.999029829041323,1.6338536705953532,2.537889333433705,45.16539346006965,57.28746702814618,11.370477569168262,4.344144473348275
2023-07-07,47.54014526257335,19.981625598939285,1.633533727847408,2.537889333433705,45.12608810840271,57.23761239686437,11.381166917582739,4.333176342446201
2023-07-10,50.356104133884386,21.16520287994617,1.6552914824548033,2.537889333433705,47.79905444947236,60.62798408191901,11.542281888309855,4.344144473348275
2023-07-11,50.3975242287649,21.182612183674706,1.6556115184714535,2.537889333433705,47.83837125931198,60.67785324666636,11.554500648523772,4.371810341758405
2023-07-12,53.19278512377272,22.357489886443823,1.6772093483392283,2.537889333433705,50.4916906536345,64.04330488281286,11.797318096691328,4.40698516854743
2023-07-13,56.484982540825776,23.741235262525752,1.702646802078029,2.537889333433705,53.6167124618693,68.00706053922629,12.080606497401943,4.441963437216245
2023-07-14,54.310890286518315,22.827441305793233,1.6858484865042518,2.537889333433705,51.55301917524168,65.38948650616916,11.980577060653602,4.439196599982722
2023-07-17,58.10002020190426,24.420052663979142,1.71512553302451,2.537889333433705,55.14973957799786,69.95154133836098,12.203542861765703,4.454610449896669
2023-07-18,58.514136652750196,24.594110185879046,1.7183252403100773,2.537889333433705,55.54282746918537,70.45013125157577,12.237139137795596,4.487711087732464
2023-07-19,56.50568856455369,23.749938223181186,1.702806788996786,2.537889333433705,53.63636704739821,68.03199027711145,12.108859870744057,4.497690794202019
2023-07-20,50.29399813383767,21.139099071606353,1.6548116149672378,2.537889333433705,47.74010215105827,60.55320940172904,11.68048993142155,4.4678505798347325
2023-07-21,51.59844543899746,21.6873720632282,1.6648905421323674,2.537889333433705,48.97831048425306,62.12374413258629,11.743102515173822,4.4678505798347325
2023-07-24,51.557045462678666,21.669971215543825,1.6645706615635592,2.537889333433705,48.93901277136789,62.0738991902815,11.753030110221008,4.487809992773843
2023-07-25,54.10383004923919,22.740411699238873,1.6842486173166848,2.537889333433705,51.35647331995249,65.14018912731754,11.941634338897007,4.500062324260663
2023-07-26,51.88832977118825,21.809213512404316,1.6671303589949624,2.537889333433705,49.25347468165793,62.472760462978606,11.811061544652791,4.500753407587769
2023-07-27,54.7871167611233,23.027604327241782,1.6895280923669531,2.537889333433705,52.00506318423415,65.96285594406243,12.02333917836339,4.4709141321923935
2023-07-28,58.28637441545549,24.49837930987808,1.7165654152933216,2.537889333433705,55.326630847758146,70.17590897932749,12.25546727811647,4.5146855598248505
2023-07-31,58.82471896124421,24.724651213292933,1.7207249819122927,2.537889333433705,55.83763861333738,70.82406763087623,12.264628395744477,4.523281847677644
2023-08-01,59.073183198554474,24.829083358740505,1.722644762758237,2.537889333433705,56.073486000902626,71.12321479652117,12.257757262270228,4.510337493891807
2023-08-02,52.34385826949,22.000676955615084,1.670650040118043,2.537889333433705,49.68587174390326,63.021209851963704,11.80800862611877,4.447595390743396
2023-08-03,52.074683984739465,21.88754015830324,1.6685702412637733,2.537889333433705,49.430365951418196,62.697128103945076,11.773648234695642,4.4348491600309545
2023-08-04,51.51562939151051,21.65256360302412,1.6642506566364772,2.537889333433705,48.89969978091917,62.02403487002268,11.778229384016132,4.414791781022376
